#D = 0.500000, cgrav = 100.000000, Ts = 0.0001924225500324, At = 0.1963495408469872, yt = 0.4999999814867804 
#A                  h(A)                   I(A)                  c(A)                  phi(A)                  A(phi(A))                  A(h(A))   htrue(A)
0.0000422484161044   0.0012622457546749    0.0000002090906051   0.0642294520630961   0.1926233972222514   0.0000422484161563   0.0000422484161044    0.0012622457546750
0.0000506622038141   0.0014248024007503    0.0000002830290556   0.0682423154561883   0.2046490251230729   0.0000506622038386   0.0000506622038141    0.0014248024007503
0.0000601221909089   0.0015971723699979    0.0000003765232232   0.0722549108941023   0.2166722291286762   0.0000601221909003   0.0000601221909089    0.0015971723699979
0.0000706888952844   0.0017793488575466    0.0000004932091120   0.0762672228079125   0.2286928668176491   0.0000706888952389   0.0000706888952844    0.0017793488575466
0.0000824226600728   0.0019713246713806    0.0000006371444834   0.0802792356618995   0.2407107957961316   0.0000824226599884   0.0000824226600728    0.0019713246713805
0.0000953836441139   0.0021730922326234    0.0000008128310812   0.0842909339554197   0.2527258736993325   0.0000953836439908   0.0000953836441139    0.0021730922326234
0.0001096318124555   0.0023846435758372    0.0000010252366642   0.0883023022247825   0.2647379581930618   0.0001096318122959   0.0001096318124555    0.0023846435758372
0.0001252269268839   0.0026059703493373    0.0000012798168339   0.0923133250451276   0.2767469069752567   0.0001252269266921   0.0001252269268839    0.0026059703493373
0.0001422285364870   0.0028370638155215    0.0000015825366512   0.0963239870323127   0.2887525777775126   0.0001422285362692   0.0001422285364870    0.0028370638155215
0.0001606959682510   0.0030779148512156    0.0000019398920287   0.1003342728448025   0.3007548283666195   0.0001606959680144   0.0001606959682510    0.0030779148512156
0.0001806883176915   0.0033285139480330    0.0000023589308926   0.1043441671855621   0.3127535165460894   0.0001806883174446   0.0001806883176915    0.0033285139480330
0.0002022644395222   0.0035888512127505    0.0000028472741023   0.1083536548039601   0.3247485001577011   0.0002022644392738   0.0002022644395222    0.0035888512127505
0.0002254829383606   0.0038589163676987    0.0000034131361196   0.1123627204976735   0.3367396370830326   0.0002254829381196   0.0002254829383606    0.0038589163676987
0.0002504021594739   0.0041386987511676    0.0000040653454184   0.1163713491145995   0.3487267852450012   0.0002504021592487   0.0002504021594739    0.0041386987511676
0.0002770801795655   0.0044281873178279    0.0000048133646251   0.1203795255547761   0.3607098026094100   0.0002770801793637   0.0002770801795655    0.0044281873178278
0.0003055747976042   0.0047273706391665    0.0000056673103814   0.1243872347723049   0.3726885471864811   0.0003055747974323   0.0003055747976042    0.0047273706391665
0.0003359435256966   0.0050362369039383    0.0000066379729197   0.1283944617772844   0.3846628770324051   0.0003359435255597   0.0003359435256966    0.0050362369039383
0.0003682435800059   0.0053547739186320    0.0000077368353433   0.1324011916377477   0.3966326502508803   0.0003682435799075   0.0003682435800059    0.0053547739186320
0.0004025318717165   0.0056829691079516    0.0000089760926024   0.1364074094816090   0.4085977249946574   0.0004025318716582   0.0004025318717165    0.0056829691079516
0.0004388649980468   0.0060208095153131    0.0000103686701566   0.1404131004986170   0.4205579594670841   0.0004388649980289   0.0004388649980468    0.0060208095153131
0.0004772992333124   0.0063682818033557    0.0000119282423166   0.1444182499423159   0.4325132119236479   0.0004772992333333   0.0004772992333124    0.0063682818033557
0.0005178905200393   0.0067253722544683    0.0000136692502559   0.1484228431320144   0.4444633406735202   0.0005178905200959   0.0005178905200393    0.0067253722544684
0.0005606944601300   0.0070920667713315    0.0000156069196841   0.1524268654547631   0.4564082040811024   0.0005606944602181   0.0005606944601300    0.0070920667713315
0.0006057663060836   0.0074683508774735    0.0000177572781755   0.1564303023673406   0.4683476605675701   0.0006057663061977   0.0006057663060836    0.0074683508774736
0.0006531609522704   0.0078542097178421    0.0000201371721417   0.1604331393982484   0.4802815686124177   0.0006531609524044   0.0006531609522704    0.0078542097178422
0.0007029329262636   0.0082496280593912    0.0000227642834442   0.1644353621497139   0.4922097867550070   0.0007029329264110   0.0007029329262636    0.0082496280593912
0.0007551363802289   0.0086545902916815    0.0000256571456360   0.1684369562997036   0.5041321735961100   0.0007551363803827   0.0007551363802289    0.0086545902916815
0.0008098250823731   0.0090690804274975    0.0000288351598269   0.1724379076039460   0.5160485877994588   0.0008098250825267   0.0008098250823731    0.0090690804274976
0.0008670524084534   0.0094930821034784    0.0000323186101638   0.1764382018979636   0.5279588880932941   0.0008670524086004   0.0008670524084534    0.0094930821034785
0.0009268713333489   0.0099265785807642    0.0000361286789187   0.1804378250991159   0.5398629332719141   0.0009268713334835   0.0009268713333489    0.0099265785807642
0.0009893344226954   0.0103695527456560    0.0000402874611790   0.1844367632086520   0.5517605821972246   0.0009893344228126   0.0009893344226954    0.0103695527456560
0.0010544938245842   0.0108219871102923    0.0000448179791297   0.1884350023137744   0.5636516938002907   0.0010544938246799   0.0010544938245842    0.0108219871102924
0.0011224012613276   0.0112838638133392    0.0000497441959245   0.1924325285897130   0.5755361270828898   0.0011224012613989   0.0011224012613276    0.0112838638133393
0.0011931080212916   0.0117551646206953    0.0000550910291363   0.1964293283018122   0.5874137411190681   0.0011931080213365   0.0011931080212916    0.0117551646206953
0.0012666649507964   0.0122358709262116    0.0000608843637814   0.2004253878076271   0.5992843950566955   0.0012666649508141   0.0012666649507964    0.0122358709262116
0.0013431224460875   0.0127259637524264    0.0000671510649120   0.2044206935590335   0.6111479481190220   0.0013431224460782   0.0013431224460875    0.0127259637524264
0.0014225304453772   0.0132254237513140    0.0000739189897685   0.2084152321043484   0.6230042596062378   0.0014225304453422   0.0014225304453772    0.0132254237513139
0.0015049384209594   0.0137342312050488    0.0000812169994883   0.2124089900904651   0.6348531888970368   0.0015049384209008   0.0015049384209594    0.0137342312050488
0.0015903953713967   0.0142523660267840    0.0000890749703629   0.2164019542649984   0.6466945954501754   0.0015903953713173   0.0015903953713967    0.0142523660267839
0.0016789498137833   0.0147798077614437    0.0000975238046385   0.2203941114784456   0.6585283388060393   0.0016789498136864   0.0016789498137833    0.0147798077614436
0.0017706497760834   0.0153165355865316    0.0001065954408547   0.2243854486863577   0.6703542785882076   0.0017706497759728   0.0017706497760834    0.0153165355865315
0.0018655427895474   0.0158625283129520    0.0001163228637159   0.2283759529515277   0.6821722745050222   0.0018655427894270   0.0018655427895474    0.0158625283129519
0.0019636758812056   0.0164177643858471    0.0001267401134889   0.2323656114461903   0.6939821863511557   0.0019636758810794   0.0019636758812056    0.0164177643858470
0.0020650955664427   0.0169822218854474    0.0001378822949240   0.2363544114542371   0.7057838740091825   0.0020650955663144   0.0020650955664427    0.0169822218854473
0.0021698478416519   0.0175558785279372    0.0001497855856919   0.2403423403734457   0.7175771974511518   0.0021698478415249   0.0021698478416519    0.0175558785279372
0.0022779781769720   0.0181387116663348    0.0001624872443348   0.2443293857177249   0.7293620167401602   0.0022779781768493   0.0022779781769720    0.0181387116663347
0.0023895315091069   0.0187306982913856    0.0001760256177237   0.2483155351193744   0.7411381920319295   0.0023895315089907   0.0023895315091069    0.0187306982913855
0.0025045522342295   0.0193318150324714    0.0001904401480209   0.2523007763313594   0.7529055835763809   0.0025045522341216   0.0025045522342295    0.0193318150324713
0.0026230842009713   0.0199420381585325    0.0002057713791413   0.2562850972296031   0.7646640517192165   0.0026230842008726   0.0026230842009713    0.0199420381585324
0.0027451707034980   0.0205613435790047    0.0002220609627090   0.2602684858152940   0.7764134569034988   0.0027451707034088   0.0027451707034980    0.0205613435790047
0.0028708544746729   0.0211897068447706    0.0002393516635061   0.2642509302172100   0.7881536596712320   0.0028708544745927   0.0028708544746729    0.0211897068447706
0.0030001776793088   0.0218271031491243    0.0002576873644098   0.2682324186940603   0.7998845206649463   0.0030001776792366   0.0030001776793088    0.0218271031491243
0.0031331819075100   0.0224735073287511    0.0002771130708131   0.2722129396368442   0.8116059006292832   0.0031331819074439   0.0031331819075100    0.0224735073287511
0.0032699081681042   0.0231288938647207    0.0002976749145284   0.2761924815712273   0.8233176604125827   0.0032699081680421   0.0032699081681042    0.0231288938647208
0.0034103968821673   0.0237932368834951    0.0003194201571687   0.2801710331599367   0.8350196609684722   0.0034103968821065   0.0034103968821673    0.0237932368834951
0.0035546878766399   0.0244665101579492    0.0003423971930040   0.2841485832051741   0.8467117633574566   0.0035546878765777   0.0035546878766399    0.0244665101579493
0.0037028203780388   0.0251486871084071    0.0003666555512918   0.2881251206510474   0.8583938287485119   0.0037028203779722   0.0037028203780388    0.0251486871084072
0.0038548330062620   0.0258397408036909    0.0003922458980775   0.2921006345860228   0.8700657184206794   0.0038548330061882   0.0038548330062620    0.0258397408036910
0.0040107637684907   0.0265396439621839    0.0004192200374621   0.2960751142453953   0.8817272937646626   0.0040107637684070   0.0040107637684907    0.0265396439621841
0.0041706500531872   0.0272483689529079    0.0004476309123379   0.3000485490137805   0.8933784162844257   0.0041706500530914   0.0041706500531872    0.0272483689529081
0.0043345286241910   0.0279658877966138    0.0004775326045870   0.3040209284276246   0.9050189475987942   0.0043345286240811   0.0043345286241910    0.0279658877966139
0.0045024356149134   0.0286921721668861    0.0005089803347429   0.3079922421777391   0.9166487494430597   0.0045024356147882   0.0045024356149134    0.0286921721668862
0.0046744065226313   0.0294271933912616    0.0005420304611135   0.3119624801118521   0.9282676836705835   0.0046744065224901   0.0046744065226313    0.0294271933912617
0.0048504762028823   0.0301709224523609    0.0005767404783635   0.3159316322371856   0.9398756122544067   0.0048504762027251   0.0048504762028823    0.0301709224523609
0.0050306788639600   0.0309233299890340    0.0006131690155559   0.3198996887230517   0.9514723972888580   0.0050306788637877   0.0050306788639600    0.0309233299890341
0.0052150480615125   0.0316843862975199    0.0006513758336515   0.3238666399034738   0.9630579009911701   0.0052150480613267   0.0052150480615125    0.0316843862975200
0.0054036166932437   0.0324540613326186    0.0006914218224652   0.3278324762798289   0.9746319857030922   0.0054036166930466   0.0054036166932437    0.0324540613326186
0.0055964169937180   0.0332323247088775    0.0007333689970799   0.3317971885235143   0.9861945138925106   0.0055964169935124   0.0055964169937180    0.0332323247088775
0.0057934805292702   0.0340191457017912    0.0007772804937160   0.3357607674786385   0.9977453481550684   0.0057934805290598   0.0057934805292702    0.0340191457017912
0.0059948381930208   0.0348144932490142    0.0008232205650583   0.3397232041647354   1.0092843512157901   0.0059948381928097   0.0059948381930208    0.0348144932490141
0.0062005201999980   0.0356183359515870    0.0008712545750385   0.3436844897795044   1.0208113859307071   0.0062005201997905   0.0062005201999980    0.0356183359515869
0.0064105560823657   0.0364306420751763    0.0009214489930755   0.3476446157015756   1.0323263152884887   0.0064105560821666   0.0064105560823657    0.0364306420751762
0.0066249746847607   0.0372513795513272    0.0009738713877728   0.3516035734932997   1.0438290024120735   0.0066249746845747   0.0066249746847607    0.0372513795513270
0.0068438041597374   0.0380805159787293    0.0010285904200741   0.3555613549035659   1.0553193105603054   0.0068438041595692   0.0068438041597374    0.0380805159787292
0.0070670719633221   0.0389180186244964    0.0010856758358782   0.3595179518706452   1.0667971031295704   0.0070670719631763   0.0070670719633221    0.0389180186244962
0.0072948048506778   0.0397638544254579    0.0011451984581141   0.3634733565250622   1.0782622436554405   0.0072948048505586   0.0072948048506778    0.0397638544254577
0.0075270288718789   0.0406179899894647    0.0012072301782776   0.3674275611924934   1.0897145958143164   0.0075270288717900   0.0075270288718790    0.0406179899894646
0.0077637693677979   0.0414803915967074    0.0012718439474319   0.3713805583966943   1.1011540234250743   0.0077637693677422   0.0077637693677979    0.0414803915967072
0.0080050509661033   0.0423510252010470    0.0013391137666718   0.3753323408624566   1.1125803904507190   0.0080050509660832   0.0080050509661033    0.0423510252010468
0.0082508975773709   0.0432298564313596    0.0014091146770559   0.3792829015185927   1.1239935610000358   0.0082508975773880   0.0082508975773709    0.0432298564313595
0.0085013323913084   0.0441168505928932    0.0014819227490077   0.3832322335009513   1.1353933993292478   0.0085013323913631   0.0085013323913084    0.0441168505928931
0.0087563778730927   0.0450119726686370    0.0015576150711874   0.3871803301554642   1.1467797698436766   0.0087563778731847   0.0087563778730927    0.0450119726686369
0.0090160557598230   0.0459151873207040    0.0016362697388385   0.3911271850412221   1.1581525370994057   0.0090160557599510   0.0090160557598229    0.0459151873207040
0.0092803870570879   0.0468264588917265    0.0017179658416104   0.3950727919335846   1.1695115658049473   0.0092803870572498   0.0092803870570879    0.0468264588917265
0.0095493920356489   0.0477457514062631    0.0018027834508609   0.3990171448273204   1.1808567208229126   0.0095493920358413   0.0095493920356489    0.0477457514062631
0.0098230902282385   0.0486730285722194    0.0018908036064415   0.4029602379397813   1.1921878671716857   0.0098230902284576   0.0098230902282386    0.0486730285722195
0.0101015004264769   0.0496082537822808    0.0019821083029685   0.4069020657141094   1.2035048700271003   0.0101015004267178   0.0101015004264769    0.0496082537822808
0.0103846406779034   0.0505513901153571    0.0020767804755837   0.4108426228224787   1.2148075947241215   0.0103846406781609   0.0103846406779034    0.0505513901153573
0.0106725282831275   0.0515024003380410    0.0021749039852088   0.4147819041693709   1.2260959067585286   0.0106725282833957   0.0106725282831275    0.0515024003380412
0.0109651797930963   0.0524612469060772    0.0022765636032959   0.4187199048948870   1.2373696717886058   0.0109651797933690   0.0109651797930963    0.0524612469060774
0.0112626110064812   0.0534278919658451    0.0023818449960811   0.4226566203780938   1.2486287556368310   0.0112626110067521   0.0112626110064812    0.0534278919658453
0.0115648369671830   0.0544022973558528    0.0024908347083412   0.4265920462404099   1.2598730242915743   0.0115648369674457   0.0115648369671830    0.0544022973558530
0.0118718719619562   0.0553844246082440    0.0026036201466627   0.4305261783490246   1.2711023439087956   0.0118718719622046   0.0118718719619562    0.0553844246082442
0.0121837295181532   0.0563742349503164    0.0027202895622238   0.4344590128203588   1.2823165808137496   0.0121837295183814   0.0121837295181532    0.0563742349503165
0.0125004224015881   0.0573716893060526    0.0028409320330967   0.4383905460235630   1.2935156015026938   0.0125004224017907   0.0125004224015881    0.0573716893060527
0.0128219626145207   0.0583767482976624    0.0029656374460742   0.4423207745840542   1.3046992726445998   0.0128219626146930   0.0128219626145207    0.0583767482976625
0.0131483613937612   0.0593893722471380    0.0030944964780258   0.4462496953870941   1.3158674610828691   0.0131483613938992   0.0131483613937612    0.0593893722471380
0.0134796292088960   0.0604095211778195    0.0032276005767887   0.4501773055814072   1.3270200338370552   0.0134796292089966   0.0134796292088960    0.0604095211778195
0.0138157757606342   0.0614371548159740    0.0033650419416000   0.4541036025828415   1.3381568581045888   0.0138157757606953   0.0138157757606342    0.0614371548159741
0.0141568099792758   0.0624722325923851    0.0035069135030745   0.4580285840780702   1.3492778012625053   0.0141568099792963   0.0141568099792758    0.0624722325923851
0.0145027400233017   0.0635147136439545    0.0036533089027349   0.4619522480283387   1.3603827308691829   0.0145027400232815   0.0145027400233017    0.0635147136439545
0.0148535732780851   0.0645645568153153    0.0038043224721006   0.4658745926732534   1.3714715146660772   0.0148535732780251   0.0148535732780851    0.0645645568153152
0.0152093163547253   0.0656217206604567    0.0039600492113404   0.4697956165346165   1.3825440205794697   0.0152093163546275   0.0152093163547253    0.0656217206604565
0.0155699750890040   0.0666861634443602    0.0041205847674961   0.4737153184203063   1.3936001167222134   0.0155699750888713   0.0155699750890040    0.0666861634443600
0.0159355545404634   0.0677578431446473    0.0042860254122845   0.4776336974282033   1.4046396713954885   0.0159355545402996   0.0159355545404634    0.0677578431446471
0.0163060589916076   0.0688367174532385    0.0044564680194820   0.4815507529501648   1.4156625530905607   0.0163060589914172   0.0163060589916076    0.0688367174532383
0.0166814919472259   0.0699227437780235    0.0046320100419012   0.4854664846760463   1.4266686304905458   0.0166814919470142   0.0166814919472259    0.0699227437780233
0.0170618561338399   0.0710158792445424    0.0048127494879659   0.4893808925977726   1.4376577724721793   0.0170618561336125   0.0170618561338399    0.0710158792445422
0.0174471534992725   0.0721160806976789    0.0049987848978902   0.4932939770134596   1.4486298481075908   0.0174471534990353   0.0174471534992725    0.0721160806976787
0.0178373852123405   0.0732233047033633    0.0051902153194710   0.4972057385315853   1.4595847266660842   0.0178373852120997   0.0178373852123405    0.0732233047033631
0.0182325516626700   0.0743375075502879    0.0053871402835006   0.5011161780752142   1.4705222776159248   0.0182325516624316   0.0182325516626700    0.0743375075502877
0.0186326524606348   0.0754586452516320    0.0055896597788070   0.5050252968862734   1.4814423706261290   0.0186326524604047   0.0186326524606348    0.0754586452516318
0.0190376864374183   0.0765866735467989    0.0057978742269289   0.5089330965298828   1.4923448755682633   0.0190376864372020   0.0190376864374183    0.0765866735467987
0.0194476516451974   0.0777215479031629    0.0060118844564358   0.5128395788987409   1.5032296625182451   0.0194476516449998   0.0194476516451974    0.0777215479031629
0.0198625453574507   0.0788632235178279    0.0062317916768978   0.5167447462175641   1.5140966017581536   0.0198625453572760   0.0198625453574506    0.0788632235178278
0.0202823640693887   0.0800116553193952    0.0064576974525164   0.5206486010475859   1.5249455637780436   0.0202823640692405   0.0202823640693887    0.0800116553193952
0.0207071034985074   0.0811667979697438    0.0066897036754231   0.5245511462911108   1.5357764192777652   0.0207071034983881   0.0207071034985074    0.0811667979697439
0.0211367585852647   0.0823286058658199    0.0069279125386538   0.5284523851961296   1.5465890391687931   0.0211367585851758   0.0211367585852647    0.0823286058658200
0.0215713234938788   0.0834970331414369    0.0071724265088094   0.5323523213609930   1.5573832945760564   0.0215713234938208   0.0215713234938788    0.0834970331414371
0.0220107916132503   0.0846720336690869    0.0074233482984093   0.5362509587391473   1.5681590568397821   0.0220107916132227   0.0220107916132503    0.0846720336690870
0.0224551555580061   0.0858535610617607    0.0076807808379481   0.5401483016439318   1.5789161975173358   0.0224551555580073   0.0224551555580061    0.0858535610617609
0.0229044071696654   0.0870415686747801    0.0079448272476640   0.5440443547534404   1.5896545883850788   0.0229044071696927   0.0229044071696654    0.0870415686747803
0.0233585375179281   0.0882360096076387    0.0082155908090272   0.5479391231154465   1.6003741014402231   0.0233585375179779   0.0233585375179281    0.0882360096076389
0.0238175369020850   0.0894368367058537    0.0084931749359591   0.5518326121523949   1.6110746089026995   0.0238175369021531   0.0238175369020850    0.0894368367058539
0.0242813948525499   0.0906440025628274    0.0087776831457901   0.5557248276664600   1.6217559832170267   0.0242813948526312   0.0242813948525499    0.0906440025628276
0.0247501001325124   0.0918574595217187    0.0090692190299663   0.5596157758446734   1.6324180970541955   0.0247501001326013   0.0247501001325124    0.0918574595217189
0.0252236407397128   0.0930771596773247    0.0093678862245137   0.5635054632641184   1.6430608233135495   0.0252236407398034   0.0252236407397128    0.0930771596773249
0.0257020039083370   0.0943030548779718    0.0096737883802707   0.5673938968971998   1.6536840351246813   0.0257020039084232   0.0257020039083370    0.0943030548779719
0.0261851761110327   0.0955350967274163    0.0099870291328980   0.5712810841169808   1.6642876058493328   0.0261851761111083   0.0261851761110327    0.0955350967274164
0.0266731430610453   0.0967732365867559    0.0103077120726751   0.5751670327025978   1.6748714090833037   0.0266731430611043   0.0266731430610453    0.0967732365867559
0.0271658897144739   0.0980174255763487    0.0106359407140945   0.5790517508447476   1.6854353186583648   0.0271658897145108   0.0271658897144739    0.0980174255763486
0.0276634002726473   0.0992676145777439    0.0109718184652622   0.5829352471512520   1.6959792086441838   0.0276634002726571   0.0276634002726473    0.0992676145777438
0.0281656581846182   0.1005237542356204    0.0113154485971158   0.5868175306526996   1.7065029533502543   0.0281656581845967   0.0281656581846182    0.1005237542356203
0.0286726461497773   0.1017857949597354    0.0116669342124698   0.5906986108081682   1.7170064273278360   0.0286726461497211   0.0286726461497773    0.1017857949597352
0.0291843461205851   0.1030536869268819    0.0120263782148979   0.5945784975110259   1.7274895053719013   0.0291843461204918   0.0291843461205851    0.1030536869268817
0.0297007393054216   0.1043273800828562    0.0123938832774631   0.5984572010948167   1.7379520625230895   0.0297007393052900   0.0297007393054216    0.1043273800828560
0.0302218061715541   0.1056068241444334    0.0127695518113059   0.6023347323392293   1.7483939740696730   0.0302218061713841   0.0302218061715541    0.1056068241444331
0.0307475264482212   0.1068919686013525    0.0131534859341006   0.6062111024761498   1.7588151155495253   0.0307475264480140   0.0307475264482212    0.1068919686013523
0.0312778791298344   0.1081827627183111    0.0135457874383911   0.6100863231958052   1.7692153627521068   0.0312778791295922   0.0312778791298344    0.1081827627183109
0.0318128424792944   0.1094791555369676    0.0139465577598151   0.6139604066529912   1.7795945917204512   0.0318128424790207   0.0318128424792944    0.1094791555369674
0.0323523940314242   0.1107810958779532    0.0143558979452287   0.6178333654733951   1.7899526787531645   0.0323523940311236   0.0323523940314242    0.1107810958779530
0.0328965105965162   0.1120885323428926    0.0147739086207421   0.6217052127600068   1.8002895004064341   0.0328965105961944   0.0328965105965162    0.1120885323428924
0.0334451682639947   0.1134014133164329    0.0152006899596755   0.6255759620996281   1.8106049334960457   0.0334451682636581   0.0334451682639947    0.1134014133164327
0.0339983424061910   0.1147196869682811    0.0156363416504476   0.6294456275694734   1.8208988550994079   0.0339983424058466   0.0339983424061910    0.1147196869682810
0.0345560076822328   0.1160433012552509    0.0160809628644068   0.6333142237438726   1.8311711425575909   0.0345560076818882   0.0345560076822328    0.1160433012552508
0.0351181380420455   0.1173722039233165    0.0165346522236153   0.6371817657010698   1.8414216734773725   0.0351181380417087   0.0351181380420455    0.1173722039233165
0.0356847067304663   0.1187063425096760    0.0169975077685981   0.6410482690301263   1.8516503257332908   0.0356847067301452   0.0356847067304663    0.1187063425096760
0.0362556862914688   0.1200456643448225    0.0174696269260668   0.6449137498379266   1.8618569774697153   0.0362556862911711   0.0362556862914688    0.1200456643448226
0.0368310485724985   0.1213901165546232    0.0179511064766292   0.6487782247562883   1.8720415071029179   0.0368310485722315   0.0368310485724985    0.1213901165546234
0.0374107647289188   0.1227396460624070    0.0184420425224965   0.6526417109491827   1.8822037933231632   0.0374107647286893   0.0374107647289187    0.1227396460624072
0.0379948052285655   0.1240941995910595    0.0189425304551969   0.6565042261200618   1.8923437150968034   0.0379948052283795   0.0379948052285655    0.1240941995910598
0.0385831398564108   0.1254537236651270    0.0194526649233094   0.6603657885193009   1.9024611516683876   0.0385831398562730   0.0385831398564108    0.1254537236651273
0.0391757377193340   0.1268181646129269    0.0199725398002262   0.6642264169517522   1.9125559825627796   0.0391757377192481   0.0391757377193340    0.1268181646129271
0.0397725672510003   0.1281874685686667    0.0205022481519556   0.6680861307844166   1.9226280875872872   0.0397725672509686   0.0397725672510002    0.1281874685686669
0.0403735962168451   0.1295615814745709    0.0210418822049768   0.6719449499542335   1.9326773468338028   0.0403735962168685   0.0403735962168451    0.1295615814745711
0.0409787917191649   0.1309404490830150    0.0215915333141567   0.6758028949759928   1.9427036406809584   0.0409787917192428   0.0409787917191649    0.1309404490830152
0.0415881202023114   0.1323240169586667    0.0221512919307398   0.6796599869503689   1.9527068497962841   0.0415881202024416   0.0415881202023114    0.1323240169586669
0.0422015474579909   0.1337122304806354    0.0227212475704229   0.6835162475720818   1.9626868551383867   0.0422015474581699   0.0422015474579909    0.1337122304806354
0.0428190386306660   0.1351050348446280    0.0233014887815236   0.6873716991381862   1.9726435379591363   0.0428190386308886   0.0428190386306660    0.1351050348446280
0.0434405582230596   0.1365023750651133    0.0238921031132562   0.6912263645564920   1.9825767798058636   0.0434405582233196   0.0434405582230596    0.1365023750651133
0.0440660701017606   0.1379041959774920    0.0244931770841226   0.6950802673541189   1.9924864625235736   0.0440660701020504   0.0440660701017606    0.1379041959774919
0.0446955375029293   0.1393104422402748    0.0251047961504329   0.6989334316861860   2.0023724682571662   0.0446955375032406   0.0446955375029293    0.1393104422402746
0.0453289230381036   0.1407210583372670    0.0257270446749615   0.7027858823446427   2.0122346794536732   0.0453289230384271   0.0453289230381036    0.1407210583372668
0.0459661887001021   0.1421359885797605    0.0263600058957550   0.7066376447672393   2.0220729788645078   0.0459661887004284   0.0459661887001021    0.1421359885797602
0.0466072958690269   0.1435551771087321    0.0270037618950983   0.7104887450466456   2.0318872495477263   0.0466072958693460   0.0466072958690269    0.1435551771087318
0.0472522053183613   0.1449785678970487    0.0276583935686511   0.7143392099397133   2.0416773748702997   0.0472522053186635   0.0472522053183613    0.1449785678970484
0.0479008772211646   0.1464061047516793    0.0283239805947663   0.7181890668768937   2.0514432385104051   0.0479008772214405   0.0479008772211646    0.1464061047516790
0.0485532711563608   0.1478377313159130    0.0290006014039992   0.7220383439718056   2.0611847244597268   0.0485532711566019   0.0485532711563608    0.1478377313159127
0.0492093461151223   0.1492733910715846    0.0296883331488197   0.7258870700309635   2.0709017170257713   0.0492093461153208   0.0492093461151223    0.1492733910715843
0.0498690605073449   0.1507130273413050    0.0303872516735358   0.7297352745636637   2.0805941008341939   0.0498690605074941   0.0498690605073449    0.1507130273413049
0.0505323721682156   0.1521565832906996    0.0310974314844416   0.7335829877920359   2.0902617608311482   0.0505323721683104   0.0505323721682156    0.1521565832906994
0.0511992383648712   0.1536040019306509    0.0318189457201975   0.7374302406612606   2.0999045822856397   0.0511992383649081   0.0511992383648712    0.1536040019306509
0.0518696158031461   0.1550552261195497    0.0325518661224547   0.7412770648499588   2.1095224507919008   0.0518696158031232   0.0518696158031461    0.1550552261195497
0.0525434606344087   0.1565101985655498    0.0332962630067330   0.7451234927807541   2.1191152522717767   0.0525434606343260   0.0525434606344087    0.1565101985655499
0.0532207284624861   0.1579688618288304    0.0340522052335630   0.7489695576310131   2.1286828729771314   0.0532207284623453   0.0532207284624861    0.1579688618288305
